city,city_type,state,city_size,mode,n,percent,moe,state_abb,state_region
Elkhart city,City,Indiana,Small,Bike,262,1.3,0.6,IN,North Central
Elmhurst city,City,Illinois,Small,Bike,46,0.2,0.2,IL,North Central
Elmira city,City,New York,Small,Bike,56,0.5,0.3,NY,Northeast
Elmwood Park village,Village,Illinois,Small,Bike,20,0.2,0.2,IL,North Central
Elyria city,City,Ohio,Small,Bike,104,0.4,0.3,OH,North Central
Emporia city,City,Kansas,Small,Bike,60,0.5,0.5,KS,North Central
Encinitas city,City,California,Small,Bike,470,1.6,0.5,CA,West
Englewood city,City,Colorado,Small,Bike,210,1.3,0.7,CO,West
Englewood city,City,New Jersey,Small,Bike,35,0.3,0.3,NJ,Northeast
Enid city,City,Oklahoma,Small,Bike,28,0.1,0.1,OK,South
Enterprise city,City,Alabama,Small,Bike,13,0.1,0.1,AL,South
Euclid city,City,Ohio,Small,Bike,14,0.1,0.1,OH,North Central
Euless city,City,Texas,Small,Bike,83,0.3,0.3,TX,South
Eureka city,City,California,Small,Bike,232,1.9,1,CA,West
Evanston city,City,Illinois,Small,Bike,1073,3,0.5,IL,North Central
Everett city,City,Massachusetts,Small,Bike,162,0.7,0.5,MA,Northeast
Fair Lawn borough,Borough,New Jersey,Small,Bike,9,0.1,0.1,NJ,Northeast
Fairbanks city,City,Alaska,Small,Bike,301,1.9,0.9,AK,West
Fairborn city,City,Ohio,Small,Bike,81,0.5,0.5,OH,North Central
Fairfax city,City,Virginia,Small,Bike,23,0.2,0.2,VA,South
Fairfield city,City,Ohio,Small,Bike,0,0,0.1,OH,North Central
Fall River city,City,Massachusetts,Small,Bike,90,0.3,0.2,MA,Northeast
Faribault city,City,Minnesota,Small,Bike,12,0.1,0.2,MN,North Central
Farmers Branch city,City,Texas,Small,Bike,18,0.1,0.2,TX,South
Farmington city,City,Minnesota,Small,Bike,13,0.1,0.2,MN,North Central
Farmington city,City,New Mexico,Small,Bike,91,0.5,0.5,NM,West
Farmington city,City,Utah,Small,Bike,7,0.1,0.2,UT,West
Farmington Hills city,City,Michigan,Small,Bike,82,0.2,0.2,MI,North Central
Farragut town,Town,Tennessee,Small,Bike,0,0,0.4,TN,South
Fayetteville city,City,Arkansas,Small,Bike,213,0.6,0.3,AR,South
Federal Way city,City,Washington,Small,Bike,49,0.1,0.1,WA,West
Ferguson city,City,Missouri,Small,Bike,9,0.1,0.2,MO,North Central
Ferndale city,City,Michigan,Small,Bike,62,0.6,0.5,MI,North Central
Findlay city,City,Ohio,Small,Bike,155,0.8,0.5,OH,North Central
Fishers town,Town,Indiana,Small,Bike,49,0.1,0.1,IN,North Central
Fitchburg city,City,Massachusetts,Small,Bike,11,0.1,0.1,MA,Northeast
Fitchburg city,City,Wisconsin,Small,Bike,119,0.9,0.6,WI,North Central
Flagstaff city,City,Arizona,Small,Bike,1713,4.9,0.8,AZ,West
Florence city,City,Alabama,Small,Bike,39,0.2,0.3,AL,South
Florence city,City,Kentucky,Small,Bike,28,0.2,0.2,KY,South
Florence city,City,South Carolina,Small,Bike,94,0.6,0.4,SC,South
Florence town,Town,Arizona,Small,Bike,0,0,1.3,AZ,West
Florissant city,City,Missouri,Small,Bike,31,0.1,0.1,MO,North Central
Flower Mound town,Town,Texas,Small,Bike,38,0.1,0.1,TX,South
Folsom city,City,California,Small,Bike,240,0.8,0.4,CA,West
Fond du Lac city,City,Wisconsin,Small,Bike,258,1.2,0.5,WI,North Central
Forest Grove city,City,Oregon,Small,Bike,72,0.8,0.8,OR,West
Fort Dodge city,City,Iowa,Small,Bike,69,0.6,0.7,IA,North Central
Fort Lee borough,Borough,New Jersey,Small,Bike,5,0,0.1,NJ,Northeast
Fort Myers city,City,Florida,Small,Bike,292,1.2,0.6,FL,South
Fort Pierce city,City,Florida,Small,Bike,41,0.3,0.3,FL,South
Fort Smith city,City,Arkansas,Small,Bike,26,0.1,0.1,AR,South
Fort Walton Beach city,City,Florida,Small,Bike,77,0.8,0.6,FL,South
Foster City city,City,California,Small,Bike,68,0.5,0.3,CA,West
Fountain city,City,Colorado,Small,Bike,34,0.3,0.3,CO,West
Fountain Hills town,Town,Arizona,Small,Bike,8,0.1,0.2,AZ,West
Fountain Valley city,City,California,Small,Bike,106,0.4,0.2,CA,West
Frankfort city,City,Kentucky,Small,Bike,40,0.3,0.3,KY,South
Franklin city,City,Indiana,Small,Bike,21,0.2,0.2,IN,North Central
Franklin city,City,Tennessee,Small,Bike,45,0.1,0.2,TN,South
Franklin city,City,Wisconsin,Small,Bike,0,0,0.1,WI,North Central
Franklin Town city,City,Massachusetts,Small,Bike,44,0.3,0.4,MA,Northeast
Frederick city,City,Maryland,Small,Bike,105,0.3,0.2,MD,South
Fredericksburg city,City,Virginia,Small,Bike,86,0.7,0.5,VA,South
Freeport city,City,Illinois,Small,Bike,106,1,0.7,IL,North Central
Freeport village,Village,New York,Small,Bike,170,0.8,0.6,NY,Northeast
Fremont city,City,Nebraska,Small,Bike,80,0.6,0.6,NE,North Central
Fridley city,City,Minnesota,Small,Bike,61,0.4,0.4,MN,North Central
Friendswood city,City,Texas,Small,Bike,25,0.1,0.2,TX,South
Gadsden city,City,Alabama,Small,Bike,8,0.1,0.1,AL,South
Gahanna city,City,Ohio,Small,Bike,24,0.1,0.2,OH,North Central
Gainesville city,City,Georgia,Small,Bike,11,0.1,0.1,GA,South
Gaithersburg city,City,Maryland,Small,Bike,148,0.5,0.4,MD,South
Galesburg city,City,Illinois,Small,Bike,89,0.7,0.5,IL,North Central
Gallatin city,City,Tennessee,Small,Bike,0,0,0.3,TN,South
Gallup city,City,New Mexico,Small,Bike,36,0.4,0.4,NM,West
Galt city,City,California,Small,Bike,0,0,0.4,CA,West
Galveston city,City,Texas,Small,Bike,586,2.7,0.7,TX,South
Garden City city,City,Kansas,Small,Bike,131,1,0.6,KS,North Central
Garden City city,City,Michigan,Small,Bike,44,0.4,0.3,MI,North Central
Garden City village,Village,New York,Small,Bike,13,0.1,0.2,NY,Northeast
Gardena city,City,California,Small,Bike,80,0.3,0.3,CA,West
Gardner city,City,Kansas,Small,Bike,0,0,0.3,KS,North Central
Gardner city,City,Massachusetts,Small,Bike,37,0.4,0.4,MA,Northeast
Garfield city,City,New Jersey,Small,Bike,95,0.6,0.5,NJ,Northeast
Garfield Heights city,City,Ohio,Small,Bike,28,0.2,0.2,OH,North Central
Garner town,Town,North Carolina,Small,Bike,0,0,0.3,NC,South
Gary city,City,Indiana,Small,Bike,59,0.2,0.2,IN,North Central
Gastonia city,City,North Carolina,Small,Bike,18,0.1,0.1,NC,South
Geneva city,City,Illinois,Small,Bike,26,0.3,0.3,IL,North Central
Georgetown city,City,Kentucky,Small,Bike,0,0,0.2,KY,South
Georgetown city,City,Texas,Small,Bike,19,0.1,0.1,TX,South
Germantown city,City,Tennessee,Small,Bike,0,0,0.2,TN,South
Gillette city,City,Wyoming,Small,Bike,30,0.2,0.3,WY,West
Gilroy city,City,California,Small,Bike,190,0.9,0.5,CA,West
Gladstone city,City,Missouri,Small,Bike,0,0,0.2,MO,North Central
Glen Cove city,City,New York,Small,Bike,25,0.2,0.2,NY,Northeast
Glen Ellyn village,Village,Illinois,Small,Bike,35,0.3,0.3,IL,North Central
Glendale Heights village,Village,Illinois,Small,Bike,72,0.4,0.3,IL,North Central
Glendora city,City,California,Small,Bike,90,0.4,0.2,CA,West
Glenview village,Village,Illinois,Small,Bike,44,0.2,0.2,IL,North Central
Gloucester city,City,Massachusetts,Small,Bike,69,0.5,0.4,MA,Northeast
Golden Valley city,City,Minnesota,Small,Bike,190,1.8,1.6,MN,North Central
Goldsboro city,City,North Carolina,Small,Bike,79,0.6,0.3,NC,South
Goleta city,City,California,Small,Bike,844,5.4,1.3,CA,West
Goodyear city,City,Arizona,Small,Bike,16,0.1,0.1,AZ,West
Goose Creek city,City,South Carolina,Small,Bike,61,0.3,0.2,SC,South
Goshen city,City,Indiana,Small,Bike,260,1.9,1,IN,North Central
Grand Forks city,City,North Dakota,Small,Bike,387,1.3,0.4,ND,North Central
Grand Island city,City,Nebraska,Small,Bike,175,0.7,0.5,NE,North Central
Grand Junction city,City,Colorado,Small,Bike,635,2.3,0.6,CO,West
Grandview city,City,Missouri,Small,Bike,0,0,0.3,MO,North Central
Granite City city,City,Illinois,Small,Bike,20,0.2,0.2,IL,North Central
Grants Pass city,City,Oregon,Small,Bike,181,1.4,0.7,OR,West
Grapevine city,City,Texas,Small,Bike,134,0.5,0.5,TX,South
Grayslake village,Village,Illinois,Small,Bike,31,0.3,0.3,IL,North Central
Great Falls city,City,Montana,Small,Bike,272,1,0.4,MT,West
Greeley city,City,Colorado,Small,Bike,725,1.8,0.5,CO,West
Green city,City,Ohio,Small,Bike,0,0,0.2,OH,North Central
Greenacres city,City,Florida,Small,Bike,142,0.8,0.7,FL,South
Greenbelt city,City,Maryland,Small,Bike,24,0.2,0.2,MD,South
Greenfield city,City,Indiana,Small,Bike,40,0.4,0.5,IN,North Central
Greenfield city,City,Wisconsin,Small,Bike,55,0.3,0.3,WI,North Central
Greenville city,City,Mississippi,Small,Bike,10,0.1,0.1,MS,South
Greenville city,City,North Carolina,Small,Bike,181,0.4,0.2,NC,South
Greenville city,City,South Carolina,Small,Bike,72,0.3,0.2,SC,South
Greenville city,City,Texas,Small,Bike,0,0,0.4,TX,South
Greenwood city,City,Indiana,Small,Bike,28,0.1,0.1,IN,North Central
Greenwood city,City,South Carolina,Small,Bike,0,0,0.5,SC,South
Greer city,City,South Carolina,Small,Bike,25,0.2,0.3,SC,South
Griffin city,City,Georgia,Small,Bike,31,0.4,0.4,GA,South
Grove City city,City,Ohio,Small,Bike,40,0.2,0.2,OH,North Central
Gulfport city,City,Mississippi,Small,Bike,84,0.3,0.2,MS,South
Gurnee village,Village,Illinois,Small,Bike,79,0.5,0.4,IL,North Central
Hackensack city,City,New Jersey,Small,Bike,96,0.4,0.4,NJ,Northeast
Hagerstown city,City,Maryland,Small,Bike,46,0.3,0.2,MD,South
Haines City city,City,Florida,Small,Bike,0,0,0.6,FL,South
Hallandale Beach city,City,Florida,Small,Bike,305,1.9,1.2,FL,South
Haltom City city,City,Texas,Small,Bike,45,0.2,0.2,TX,South
Hamilton city,City,Ohio,Small,Bike,53,0.2,0.2,OH,North Central
Hammond city,City,Indiana,Small,Bike,57,0.2,0.2,IN,North Central
Hammond city,City,Louisiana,Small,Bike,184,2.2,1.2,LA,South
Hamtramck city,City,Michigan,Small,Bike,11,0.2,0.3,MI,North Central
Hanford city,City,California,Small,Bike,173,0.8,0.6,CA,West
Hanover Park village,Village,Illinois,Small,Bike,170,0.9,0.6,IL,North Central
Harker Heights city,City,Texas,Small,Bike,20,0.2,0.3,TX,South
Harlingen city,City,Texas,Small,Bike,135,0.6,0.4,TX,South
Harrisburg city,City,Pennsylvania,Small,Bike,91,0.5,0.4,PA,Northeast
Harrison village,Village,New York,Small,Bike,50,0.4,0.5,NY,Northeast
Harrisonburg city,City,Virginia,Small,Bike,341,1.7,0.8,VA,South
Harvey city,City,Illinois,Small,Bike,0,0,0.4,IL,North Central
Hastings city,City,Minnesota,Small,Bike,48,0.4,0.3,MN,North Central
Hastings city,City,Nebraska,Small,Bike,39,0.3,0.3,NE,North Central
Hattiesburg city,City,Mississippi,Small,Bike,245,1.2,0.5,MS,South
Havelock city,City,North Carolina,Small,Bike,57,0.5,0.7,NC,South
Haverhill city,City,Massachusetts,Small,Bike,35,0.1,0.1,MA,Northeast
Hawthorne city,City,California,Small,Bike,330,0.9,0.4,CA,West
Hays city,City,Kansas,Small,Bike,54,0.4,0.4,KS,North Central
Hazelwood city,City,Missouri,Small,Bike,0,0,0.2,MO,North Central
Hazleton city,City,Pennsylvania,Small,Bike,11,0.1,0.2,PA,Northeast
Helena city,City,Montana,Small,Bike,488,3.3,1.1,MT,West
Hemet city,City,California,Small,Bike,50,0.2,0.2,CA,West
Hempstead village,Village,New York,Small,Bike,255,1,0.9,NY,Northeast
Henderson city,City,Kentucky,Small,Bike,22,0.2,0.2,KY,South
Hendersonville city,City,Tennessee,Small,Bike,11,0,0.1,TN,South
Hercules city,City,California,Small,Bike,38,0.3,0.4,CA,West
Herndon town,Town,Virginia,Small,Bike,7,0.1,0.1,VA,South
Herriman city,City,Utah,Small,Bike,0,0,0.3,UT,West
Hesperia city,City,California,Small,Bike,54,0.2,0.2,CA,West
Hialeah Gardens city,City,Florida,Small,Bike,11,0.1,0.2,FL,South
Hickory city,City,North Carolina,Small,Bike,23,0.1,0.2,NC,South
Highland city,City,California,Small,Bike,22,0.1,0.1,CA,West
Highland Park city,City,Illinois,Small,Bike,90,0.6,0.4,IL,North Central
Highland town,Town,Indiana,Small,Bike,10,0.1,0.1,IN,North Central
Hilliard city,City,Ohio,Small,Bike,12,0.1,0.1,OH,North Central
Hillsboro city,City,Oregon,Small,Bike,568,1.3,0.5,OR,West
Hilton Head Island town,Town,South Carolina,Small,Bike,377,2.3,0.8,SC,South
Hinesville city,City,Georgia,Small,Bike,87,0.6,0.5,GA,South
Hobart city,City,Indiana,Small,Bike,42,0.3,0.3,IN,North Central
Hobbs city,City,New Mexico,Small,Bike,10,0.1,0.1,NM,West
Hoboken city,City,New Jersey,Small,Bike,187,0.6,0.4,NJ,Northeast
Hoffman Estates village,Village,Illinois,Small,Bike,341,1.3,1.2,IL,North Central
Holladay city,City,Utah,Small,Bike,7,0.1,0.1,UT,West
Holland city,City,Michigan,Small,Bike,316,2.2,0.7,MI,North Central
Hollister city,City,California,Small,Bike,183,1.2,1,CA,West
Holly Springs town,Town,North Carolina,Small,Bike,0,0,0.3,NC,South
Holyoke city,City,Massachusetts,Small,Bike,59,0.4,0.3,MA,Northeast
Homer Glen village,Village,Illinois,Small,Bike,0,0,0.2,IL,North Central
Homestead city,City,Florida,Small,Bike,162,0.6,0.4,FL,South
Homewood city,City,Alabama,Small,Bike,68,0.5,0.5,AL,South
Hoover city,City,Alabama,Small,Bike,0,0,0.1,AL,South
Hopewell city,City,Virginia,Small,Bike,20,0.2,0.3,VA,South
Hopkinsville city,City,Kentucky,Small,Bike,11,0.1,0.1,KY,South
Horn Lake city,City,Mississippi,Small,Bike,0,0,0.3,MS,South
Hot Springs city,City,Arkansas,Small,Bike,47,0.3,0.4,AR,South
Houma city,City,Louisiana,Small,Bike,76,0.5,0.5,LA,South
Huber Heights city,City,Ohio,Small,Bike,7,0,0.1,OH,North Central
Hudson city,City,Ohio,Small,Bike,23,0.2,0.3,OH,North Central
Huntersville town,Town,North Carolina,Small,Bike,75,0.3,0.5,NC,South
Huntington city,City,West Virginia,Small,Bike,207,1,0.4,WV,South
Huntington Park city,City,California,Small,Bike,272,1.1,0.4,CA,West
Huntley village,Village,Illinois,Small,Bike,29,0.3,0.3,IL,North Central
Huntsville city,City,Texas,Small,Bike,47,0.4,0.6,TX,South
Hurst city,City,Texas,Small,Bike,52,0.3,0.4,TX,South
Hutchinson city,City,Kansas,Small,Bike,58,0.3,0.2,KS,North Central
Idaho Falls city,City,Idaho,Small,Bike,256,1,0.5,ID,West
Imperial Beach city,City,California,Small,Bike,113,1,0.7,CA,West
Independence city,City,Kentucky,Small,Bike,0,0,0.3,KY,South
Indian Trail town,Town,North Carolina,Small,Bike,14,0.1,0.1,NC,South
Indio city,City,California,Small,Bike,133,0.5,0.3,CA,West
Inkster city,City,Michigan,Small,Bike,6,0.1,0.1,MI,North Central
Inver Grove Heights city,City,Minnesota,Small,Bike,39,0.2,0.2,MN,North Central
Iowa City city,City,Iowa,Small,Bike,1477,3.9,0.7,IA,North Central
Issaquah city,City,Washington,Small,Bike,121,0.8,0.7,WA,West
Ithaca city,City,New York,Small,Bike,283,2.2,1,NY,Northeast
Jackson city,City,Michigan,Small,Bike,95,0.8,0.5,MI,North Central
Jackson city,City,Tennessee,Small,Bike,29,0.1,0.1,TN,South
Jacksonville Beach city,City,Florida,Small,Bike,267,2.3,1.1,FL,South
Jacksonville city,City,Arkansas,Small,Bike,16,0.1,0.2,AR,South
Jacksonville city,City,North Carolina,Small,Bike,303,0.8,0.6,NC,South
Jamestown city,City,New York,Small,Bike,52,0.4,0.4,NY,Northeast
Janesville city,City,Wisconsin,Small,Bike,95,0.3,0.2,WI,North Central
Jefferson City city,City,Missouri,Small,Bike,23,0.1,0.1,MO,North Central
Jeffersontown city,City,Kentucky,Small,Bike,12,0.1,0.1,KY,South
Jeffersonville city,City,Indiana,Small,Bike,87,0.4,0.4,IN,North Central
Johns Creek city,City,Georgia,Small,Bike,80,0.2,0.2,GA,South
Johnson City city,City,Tennessee,Small,Bike,45,0.2,0.1,TN,South
Johnstown city,City,Pennsylvania,Small,Bike,10,0.1,0.2,PA,Northeast
Jonesboro city,City,Arkansas,Small,Bike,104,0.3,0.2,AR,South
Joplin city,City,Missouri,Small,Bike,48,0.2,0.2,MO,North Central
Junction City city,City,Kansas,Small,Bike,8,0.1,0.1,KS,North Central
Juneau city and borough,Borough,Alaska,Small,Bike,213,1.3,0.5,AK,West
Jupiter town,Town,Florida,Small,Bike,179,0.7,0.4,FL,South
Jurupa Valley city,City,California,Small,Bike,86,0.2,0.1,CA,West
Kalamazoo city,City,Michigan,Small,Bike,322,1,0.4,MI,North Central
Kalispell city,City,Montana,Small,Bike,188,2.1,1.3,MT,West
Kankakee city,City,Illinois,Small,Bike,42,0.4,0.3,IL,North Central
Kannapolis city,City,North Carolina,Small,Bike,35,0.2,0.2,NC,South
Kaysville city,City,Utah,Small,Bike,26,0.2,0.2,UT,West
Kearney city,City,Nebraska,Small,Bike,217,1.3,0.7,NE,North Central
Kearny town,Town,New Jersey,Small,Bike,21,0.1,0.2,NJ,Northeast
Keene city,City,New Hampshire,Small,Bike,112,1,0.7,NH,Northeast
Keizer city,City,Oregon,Small,Bike,159,1,0.6,OR,West
Keller city,City,Texas,Small,Bike,15,0.1,0.1,TX,South
Kenmore city,City,Washington,Small,Bike,51,0.5,0.5,WA,West
Kenner city,City,Louisiana,Small,Bike,111,0.3,0.4,LA,South
Kennesaw city,City,Georgia,Small,Bike,0,0,0.3,GA,South
Kennewick city,City,Washington,Small,Bike,92,0.3,0.2,WA,West
Kent city,City,Ohio,Small,Bike,191,1.3,0.7,OH,North Central
Kentwood city,City,Michigan,Small,Bike,197,0.8,0.6,MI,North Central
Kernersville town,Town,North Carolina,Small,Bike,0,0,0.3,NC,South
Kerrville city,City,Texas,Small,Bike,31,0.4,0.4,TX,South
Kettering city,City,Ohio,Small,Bike,119,0.4,0.3,OH,North Central
Key West city,City,Florida,Small,Bike,2439,17.4,2.9,FL,South
Kingman city,City,Arizona,Small,Bike,32,0.3,0.3,AZ,West
Kingsport city,City,Tennessee,Small,Bike,37,0.2,0.2,TN,South
Kingston city,City,New York,Small,Bike,84,0.8,0.6,NY,Northeast
Kingsville city,City,Texas,Small,Bike,15,0.1,0.2,TX,South
Kinston city,City,North Carolina,Small,Bike,20,0.3,0.3,NC,South
Kirkland city,City,Washington,Small,Bike,273,1,0.4,WA,West
Kirkwood city,City,Missouri,Small,Bike,15,0.1,0.2,MO,North Central
Kiryas Joel village,Village,New York,Small,Bike,0,0,0.9,NY,Northeast
Kissimmee city,City,Florida,Small,Bike,243,0.9,0.6,FL,South
Klamath Falls city,City,Oregon,Small,Bike,31,0.3,0.3,OR,West
Kokomo city,City,Indiana,Small,Bike,141,0.7,0.3,IN,North Central
Kyle city,City,Texas,Small,Bike,0,0,0.3,TX,South
La Cañada Flintridge city,City,California,Small,Bike,12,0.1,0.2,CA,West
La Crosse city,City,Wisconsin,Small,Bike,701,2.6,0.7,WI,North Central
La Habra city,City,California,Small,Bike,143,0.5,0.3,CA,West
La Mesa city,City,California,Small,Bike,110,0.4,0.3,CA,West
La Mirada city,City,California,Small,Bike,134,0.6,0.3,CA,West
La Porte city,City,Indiana,Small,Bike,41,0.4,0.5,IN,North Central
La Porte city,City,Texas,Small,Bike,62,0.4,0.4,TX,South
La Puente city,City,California,Small,Bike,244,1.4,0.9,CA,West
La Quinta city,City,California,Small,Bike,158,1,0.8,CA,West
La Vergne city,City,Tennessee,Small,Bike,10,0.1,0.1,TN,South
La Verne city,City,California,Small,Bike,69,0.5,0.4,CA,West
Lacey city,City,Washington,Small,Bike,90,0.5,0.3,WA,West
Lafayette city,City,California,Small,Bike,30,0.3,0.3,CA,West
Lafayette city,City,Colorado,Small,Bike,130,1,0.5,CO,West
Lafayette city,City,Indiana,Small,Bike,232,0.7,0.4,IN,North Central
LaGrange city,City,Georgia,Small,Bike,6,0.1,0.1,GA,South
Laguna Beach city,City,California,Small,Bike,60,0.5,0.5,CA,West
Laguna Hills city,City,California,Small,Bike,138,0.9,0.6,CA,West
Laguna Niguel city,City,California,Small,Bike,54,0.2,0.2,CA,West
Lake Charles city,City,Louisiana,Small,Bike,81,0.3,0.2,LA,South
Lake Elsinore city,City,California,Small,Bike,0,0,0.2,CA,West
Lake Forest city,City,California,Small,Bike,246,0.6,0.3,CA,West
Lake Havasu City city,City,Arizona,Small,Bike,47,0.2,0.2,AZ,West
Lake in the Hills village,Village,Illinois,Small,Bike,0,0,0.2,IL,North Central
Lake Jackson city,City,Texas,Small,Bike,7,0.1,0.1,TX,South
Lake Oswego city,City,Oregon,Small,Bike,98,0.6,0.4,OR,West
Lake Stevens city,City,Washington,Small,Bike,0,0,0.2,WA,West
Lake Worth city,City,Florida,Small,Bike,126,0.8,0.7,FL,South
Lakeland city,City,Florida,Small,Bike,206,0.5,0.3,FL,South
Lakeville city,City,Minnesota,Small,Bike,55,0.2,0.2,MN,North Central
Lakewood city,City,California,Small,Bike,247,0.6,0.3,CA,West
Lakewood city,City,Ohio,Small,Bike,171,0.6,0.3,OH,North Central
Lakewood city,City,Washington,Small,Bike,128,0.5,0.4,WA,West
Lancaster city,City,Ohio,Small,Bike,34,0.2,0.2,OH,North Central
Lancaster city,City,Pennsylvania,Small,Bike,200,0.8,0.4,PA,Northeast
Lancaster city,City,Texas,Small,Bike,0,0,0.2,TX,South
Lansing village,Village,Illinois,Small,Bike,3,0,0.1,IL,North Central
Laramie city,City,Wyoming,Small,Bike,1088,6.8,1.8,WY,West
Largo city,City,Florida,Small,Bike,441,1.4,0.6,FL,South
Lauderdale Lakes city,City,Florida,Small,Bike,15,0.1,0.2,FL,South
Lauderhill city,City,Florida,Small,Bike,51,0.2,0.2,FL,South
Laurel city,City,Maryland,Small,Bike,143,1,1.2,MD,South
Lawndale city,City,California,Small,Bike,316,2.2,1.2,CA,West
Lawrence city,City,Indiana,Small,Bike,0,0,0.1,IN,North Central
Lawrence city,City,Kansas,Small,Bike,885,1.9,0.6,KS,North Central
Lawrence city,City,Massachusetts,Small,Bike,9,0,0.1,MA,Northeast
Lawrenceville city,City,Georgia,Small,Bike,0,0,0.3,GA,South
Lawton city,City,Oklahoma,Small,Bike,75,0.2,0.1,OK,South
Layton city,City,Utah,Small,Bike,42,0.1,0.1,UT,West
League City city,City,Texas,Small,Bike,87,0.2,0.2,TX,South
Leander city,City,Texas,Small,Bike,7,0.1,0.1,TX,South
Leavenworth city,City,Kansas,Small,Bike,159,1.1,0.6,KS,North Central
Leawood city,City,Kansas,Small,Bike,14,0.1,0.1,KS,North Central
Lebanon city,City,Ohio,Small,Bike,0,0,0.3,OH,North Central
Lebanon city,City,Pennsylvania,Small,Bike,118,1.1,0.9,PA,Northeast
Lebanon city,City,Tennessee,Small,Bike,12,0.1,0.2,TN,South
Lee's Summit city,City,Missouri,Small,Bike,8,0,0.1,MO,North Central
Leesburg city,City,Florida,Small,Bike,50,0.7,0.9,FL,South
Leesburg town,Town,Virginia,Small,Bike,69,0.3,0.4,VA,South
Lehi city,City,Utah,Small,Bike,26,0.1,0.2,UT,West
Lemon Grove city,City,California,Small,Bike,31,0.3,0.2,CA,West
Lemoore city,City,California,Small,Bike,60,0.5,0.7,CA,West
Lenexa city,City,Kansas,Small,Bike,47,0.2,0.1,KS,North Central
